ID,TTL,TransmissionPower,TransmissionsNumber,IntervalTime,PDRSend,PDRReceived,DeviceID
153,5,3,1,3,51,50,2
154,5,3,1,4,51,51,2
155,5,3,1,5,51,51,2
156,5,3,3,1,51,51,2
157,5,3,3,2,51,50,2
158,5,3,3,3,51,51,2
159,5,3,3,4,51,48,2
160,5,3,3,5,51,48,2
161,5,3,5,1,51,50,2
162,5,3,5,2,51,50,2
163,5,3,5,3,51,51,2
164,5,3,5,4,51,47,2
165,5,3,5,5,51,51,2
166,5,6,1,1,51,51,2
167,5,6,1,2,51,46,2
168,5,6,1,3,51,50,2
169,5,6,1,4,51,49,2
170,5,6,1,5,51,51,2
171,5,6,3,1,51,47,2
172,5,6,3,2,51,50,2
173,5,6,3,3,51,51,2
174,5,6,3,4,51,51,2
175,5,6,3,5,51,51,2
176,5,6,5,1,51,47,2
177,5,6,5,2,51,51,2
178,5,6,5,3,51,51,2
179,5,6,5,4,51,49,2
180,5,6,5,5,51,49,2
181,2,1,1,1,51,51,2
182,2,1,1,2,51,51,2
183,2,1,1,3,51,46,2
184,2,1,1,4,51,51,2
185,2,1,1,5,51,51,2
186,2,1,3,1,51,48,2
187,2,1,3,2,51,47,2
188,2,1,3,3,51,47,2
189,2,1,3,4,51,49,2
190,2,1,3,5,51,51,2
191,2,1,5,1,51,51,2
192,2,1,5,2,51,48,2
193,2,1,5,3,51,51,2
194,2,1,5,4,51,51,2
195,2,1,5,5,51,51,2
196,2,3,1,1,51,51,2
197,2,3,1,2,51,51,2
198,2,3,1,3,51,49,2
199,2,3,1,4,51,51,2
200,2,3,1,5,51,49,2
201,2,3,3,1,51,51,2
202,2,3,3,2,51,51,2
203,2,3,3,3,51,51,2
204,2,3,3,4,51,51,2
205,2,3,3,5,51,50,2
206,2,3,5,1,51,51,2
207,2,3,5,2,51,51,2
208,2,3,5,3,51,48,2
209,2,3,5,4,51,51,2
210,2,3,5,5,51,51,2
211,2,6,1,1,51,47,2
212,2,6,1,2,51,50,2
213,2,6,1,3,51,51,2
214,2,6,1,4,51,51,2
215,2,6,1,5,51,51,2
216,2,6,3,1,51,47,2
217,2,6,3,2,51,51,2
218,2,6,3,3,51,49,2
219,2,6,3,4,51,50,2
220,2,6,3,5,51,47,2
221,2,6,5,1,51,51,2
222,2,6,5,2,51,51,2
223,2,6,5,3,51,47,2
224,2,6,5,4,51,50,2
225,2,6,5,5,51,51,2
226,3,1,1,1,51,46,2
227,3,1,1,2,51,48,2
228,3,1,1,3,51,49,2
229,3,1,1,4,51,51,2
230,3,1,1,5,51,51,2
231,3,1,3,1,51,51,2
232,3,1,3,2,51,50,2
233,3,1,3,3,51,51,2
234,3,1,3,4,51,47,2
235,3,1,3,5,51,51,2
236,3,1,5,1,51,51,2
237,3,1,5,2,51,47,2
238,3,1,5,3,51,48,2
239,3,1,5,4,51,51,2
240,3,1,5,5,51,51,2
241,3,3,1,1,51,49,2
242,3,3,1,2,51,48,2
243,3,3,1,3,51,46,2
244,3,3,1,4,51,50,2
245,3,3,1,5,51,49,2
246,3,3,3,1,51,51,2
247,3,3,3,2,51,47,2
248,3,3,3,3,51,50,2
249,3,3,3,4,51,51,2
250,3,3,3,5,51,51,2
251,3,3,5,1,51,50,2
252,3,3,5,2,51,47,2
253,3,3,5,3,51,47,2
254,3,3,5,4,51,51,2
255,3,3,5,5,51,51,2
256,3,6,1,1,51,51,2
257,3,6,1,2,51,51,2
258,3,6,1,3,51,47,2
259,3,6,1,4,51,50,2
260,3,6,1,5,51,48,2
261,3,6,3,1,51,51,2
262,3,6,3,2,51,48,2
263,3,6,3,3,51,51,2
264,3,6,3,4,51,51,2
265,3,6,3,5,51,51,2
266,3,6,5,1,51,51,2
267,3,6,5,2,51,51,2
268,3,6,5,3,51,50,2
269,3,6,5,4,51,50,2
270,3,6,5,5,51,50,2
271,4,1,1,1,51,51,2
272,4,1,1,2,51,46,2
273,4,1,1,3,51,51,2
274,4,1,1,4,51,46,2
275,4,1,1,5,51,47,2
276,4,1,3,1,51,51,2
277,4,1,3,2,51,47,2
278,4,1,3,3,51,49,2
279,4,1,3,4,51,51,2
280,4,1,3,5,51,48,2
281,4,1,5,1,51,51,2
282,4,1,5,2,51,48,2
283,4,1,5,3,51,51,2
284,4,1,5,4,51,51,2
285,4,1,5,5,51,47,2
286,4,3,1,1,51,49,2
287,4,3,1,2,51,49,2
288,4,3,1,3,51,48,2
289,4,3,1,4,51,50,2
290,4,3,1,5,51,51,2
291,4,3,3,1,51,51,2
292,4,3,3,2,51,51,2
293,4,3,3,3,51,48,2
294,4,3,3,4,51,50,2
295,4,3,3,5,51,51,2
296,4,3,5,1,51,51,2
297,4,3,5,2,51,48,2
298,4,3,5,3,51,49,2
299,4,3,5,4,51,48,2
300,4,3,5,5,51,51,2
301,4,6,1,1,51,46,2
302,4,6,1,2,51,51,2
303,4,6,1,3,51,51,2
304,4,6,1,4,51,46,2
305,4,6,1,5,51,51,2
306,4,6,3,1,51,51,2
307,4,6,3,2,51,51,2
308,4,6,3,3,51,51,2
309,4,6,3,4,51,47,2
310,4,6,3,5,51,51,2
311,4,6,5,1,51,51,2
312,4,6,5,2,51,51,2
313,4,6,5,3,51,48,2
314,4,6,5,4,51,50,2
315,4,6,5,5,51,48,2
316,5,1,1,1,51,47,2
317,5,1,1,2,51,50,2
318,5,1,1,3,51,51,2
319,5,1,1,4,51,47,2
320,5,1,1,5,51,51,2
321,5,1,3,1,51,51,2
322,5,1,3,2,51,47,2
323,5,1,3,3,51,51,2
324,5,1,3,4,51,51,2
325,5,1,3,5,51,51,2
326,5,1,5,1,51,51,2
327,5,1,5,2,51,51,2
328,5,1,5,3,51,49,2
329,5,1,5,4,51,47,2
330,5,1,5,5,51,47,2
331,5,3,1,1,51,47,2
332,5,3,1,2,51,51,2
333,5,3,1,3,51,51,2
334,5,3,1,4,51,51,2
335,5,3,1,5,51,51,2
336,5,3,3,1,51,51,2
337,5,3,3,2,51,51,2
338,5,3,3,3,51,51,2
339,5,3,3,4,51,47,2
340,5,3,3,5,51,47,2
341,5,3,5,1,51,48,2
342,5,3,5,2,51,51,2
343,5,3,5,3,51,51,2
344,5,3,5,4,51,51,2
345,5,3,5,5,51,47,2
346,5,6,1,1,51,47,2
347,5,6,1,2,51,46,2
348,5,6,1,3,51,46,2
349,5,6,1,4,51,50,2
350,5,6,1,5,51,51,2
351,5,6,3,1,51,51,2
352,5,6,3,2,51,50,2
353,5,6,3,3,51,51,2
354,5,6,3,4,51,47,2
355,5,6,3,5,51,50,2
356,5,6,5,1,51,50,2
357,5,6,5,2,51,51,2
358,5,6,5,3,51,51,2
359,5,6,5,4,51,49,2
360,5,6,5,5,51,51,2
361,2,1,1,1,51,49,2
362,2,1,1,2,51,46,2
363,2,1,1,3,51,51,2
364,2,1,1,4,51,51,2
365,2,1,1,5,51,46,2
366,2,1,3,1,51,51,2
367,2,1,3,2,51,47,2
368,2,1,3,3,51,51,2
369,2,1,3,4,51,51,2
370,2,1,3,5,51,51,2
371,2,1,5,1,51,50,2
372,2,1,5,2,51,51,2
373,2,1,5,3,51,51,2
374,2,1,5,4,51,51,2
375,2,1,5,5,51,51,2
376,2,3,1,1,51,48,2
377,2,3,1,2,51,51,2
378,2,3,1,3,51,51,2
379,2,3,1,4,51,49,2
380,2,3,1,5,51,51,2
381,2,3,3,1,51,51,2
382,2,3,3,2,51,50,2
383,2,3,3,3,51,51,2
384,2,3,3,4,51,49,2
385,2,3,3,5,51,51,2
386,2,3,5,1,51,51,2
387,2,3,5,2,51,51,2
388,2,3,5,3,51,48,2
389,2,3,5,4,51,50,2
390,2,3,5,5,51,51,2
391,2,6,1,1,51,46,2
392,2,6,1,2,51,50,2
393,2,6,1,3,51,49,2
394,2,6,1,4,51,50,2
395,2,6,1,5,51,47,2
396,2,6,3,1,51,50,2
397,2,6,3,2,51,51,2
398,2,6,3,3,51,47,2
399,2,6,3,4,51,51,2
400,2,6,3,5,51,51,2
401,2,6,5,1,51,51,2
402,2,6,5,2,51,51,2
403,2,6,5,3,51,47,2
404,2,6,5,4,51,51,2
405,2,6,5,5,51,51,2
406,3,1,1,1,51,51,2
407,3,1,1,2,51,46,2
408,3,1,1,3,51,47,2
409,3,1,1,4,51,51,2
410,3,1,1,5,51,46,2
411,3,1,3,1,51,51,2
412,3,1,3,2,51,51,2
413,3,1,3,3,51,49,2
414,3,1,3,4,51,47,2
415,3,1,3,5,51,51,2
416,3,1,5,1,51,47,2
417,3,1,5,2,51,51,2
418,3,1,5,3,51,51,2
419,3,1,5,4,51,51,2
420,3,1,5,5,51,51,2
421,3,3,1,1,51,51,2
422,3,3,1,2,51,47,2
423,3,3,1,3,51,51,2
424,3,3,1,4,51,47,2
425,3,3,1,5,51,50,2
426,3,3,3,1,51,47,2
427,3,3,3,2,51,51,2
428,3,3,3,3,51,50,2
429,3,3,3,4,51,50,2
430,3,3,3,5,51,51,2
431,3,3,5,1,51,48,2
432,3,3,5,2,51,51,2
433,3,3,5,3,51,51,2
434,3,3,5,4,51,47,2
435,3,3,5,5,51,51,2
436,3,6,1,1,51,48,2
437,3,6,1,2,51,51,2
438,3,6,1,3,51,46,2
439,3,6,1,4,51,51,2
440,3,6,1,5,51,50,2
441,3,6,3,1,51,51,2
442,3,6,3,2,51,47,2
443,3,6,3,3,51,51,2
444,3,6,3,4,51,51,2
445,3,6,3,5,51,48,2
446,3,6,5,1,51,51,2
447,3,6,5,2,51,49,2
448,3,6,5,3,51,51,2
449,3,6,5,4,51,48,2
450,3,6,5,5,51,51,2
451,4,1,1,1,51,48,2
452,4,1,1,2,51,48,2
453,4,1,1,3,51,47,2
454,4,1,1,4,51,49,2
455,4,1,1,5,51,51,2
456,4,1,3,1,51,50,2
457,4,1,3,2,51,50,2
458,4,1,3,3,51,47,2
459,4,1,3,4,51,51,2
460,4,1,3,5,51,51,2
461,4,1,5,1,51,51,2
462,4,1,5,2,51,48,2
463,4,1,5,3,51,51,2
464,4,1,5,4,51,50,2
465,4,1,5,5,51,51,2
466,4,3,1,1,51,49,2
467,4,3,1,2,51,48,2
468,4,3,1,3,51,49,2
469,4,3,1,4,51,50,2
470,4,3,1,5,51,48,2
471,4,3,3,1,51,49,2
472,4,3,3,2,51,51,2
473,4,3,3,3,51,48,2
474,4,3,3,4,51,48,2
475,4,3,3,5,51,51,2
476,4,3,5,1,51,51,2
477,4,3,5,2,51,48,2
478,4,3,5,3,51,51,2
479,4,3,5,4,51,51,2
480,4,3,5,5,51,47,2
481,4,6,1,1,51,51,2
482,4,6,1,2,51,51,2
483,4,6,1,3,51,50,2
484,4,6,1,4,51,46,2
485,4,6,1,5,51,51,2
486,4,6,3,1,51,51,2
487,4,6,3,2,51,51,2
488,4,6,3,3,51,51,2
489,4,6,3,4,51,51,2
490,4,6,3,5,51,51,2
491,4,6,5,1,51,47,2
492,4,6,5,2,51,51,2
493,4,6,5,3,51,51,2
494,4,6,5,4,51,51,2
495,4,6,5,5,51,51,2
496,5,1,1,1,51,49,2
497,5,1,1,2,51,50,2
498,5,1,1,3,51,49,2
499,5,1,1,4,51,51,2
500,5,1,1,5,51,46,2
501,5,1,3,1,51,50,2
502,5,1,3,2,51,51,2
503,5,1,3,3,51,47,2
504,5,1,3,4,51,51,2
505,5,1,3,5,51,51,2
506,5,1,5,1,51,50,2
507,5,1,5,2,51,51,2
508,5,1,5,3,51,51,2
509,5,1,5,4,51,51,2
510,5,1,5,5,51,49,2
511,5,3,1,1,51,51,2
512,5,3,1,2,51,50,2
513,5,3,1,3,51,51,2
514,5,3,1,4,51,46,2
515,5,3,1,5,51,51,2
516,5,3,3,1,51,51,2
517,5,3,3,2,51,51,2
518,5,3,3,3,51,51,2
519,5,3,3,4,51,51,2
520,5,3,3,5,51,47,2
521,5,3,5,1,51,49,2
522,5,3,5,2,51,51,2
523,5,3,5,3,51,51,2
524,5,3,5,4,51,51,2
525,5,3,5,5,51,51,2
526,5,6,1,1,51,51,2
527,5,6,1,2,51,51,2
528,5,6,1,3,51,49,2
529,5,6,1,4,51,51,2
530,5,6,1,5,51,47,2
531,5,6,3,1,51,51,2
532,5,6,3,2,51,47,2
533,5,6,3,3,51,51,2
534,5,6,3,4,51,51,2
535,5,6,3,5,51,48,2
536,5,6,5,1,51,51,2
537,5,6,5,2,51,51,2
538,5,6,5,3,51,47,2
539,5,6,5,4,51,48,2
540,5,6,5,5,51,51,2
541,2,1,1,2,51,51,2
542,2,1,1,3,51,51,2
543,2,1,1,4,51,51,2
544,2,1,1,5,51,51,2
545,2,1,3,1,51,50,2
546,2,1,3,2,51,51,2
547,2,1,3,3,51,49,2
548,2,1,3,4,51,51,2
549,2,1,3,5,51,51,2
550,2,1,5,1,51,51,2
551,2,1,5,2,51,51,2
552,2,1,5,3,51,47,2
553,2,1,5,4,51,47,2
554,2,1,5,5,51,49,2
555,2,3,1,1,51,47,2
556,2,3,1,2,51,51,2
557,2,3,1,3,51,51,2
558,2,3,1,4,51,49,2
559,2,3,1,5,51,51,2
560,2,3,3,1,51,51,2
561,2,3,3,2,51,51,2
562,2,3,3,3,51,48,2
563,2,3,3,4,51,51,2
564,2,3,3,5,51,51,2
565,2,3,5,1,51,49,2
566,2,3,5,2,51,49,2
567,2,3,5,3,51,51,2
568,2,3,5,4,51,49,2
569,2,3,5,5,51,49,2
570,2,6,1,1,51,51,2
571,2,6,1,2,51,51,2
572,2,6,1,3,51,49,2
573,2,6,1,4,51,47,2
574,2,6,1,5,51,49,2
